Request: {}
Malicious: True
----------------------------------------
Request: {}
Malicious: True
----------------------------------------
2025-07-13 13:53:30,083 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=&language=en-US&pt=EdgBox&cvid=59cfc62ae843475eb73f196fb8c48f7a&oit=0&pgcl=22&richanswersentity=1 | IP: 
2025-07-13 15:04:50,009 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed?query=topstories&ocid=anaheim-ntp-bn&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&market=en-xl&%24top=1 | IP: 
2025-07-13 15:04:50,021 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed?query=topstories&ocid=anaheim-ntp-bn&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&market=en-xl&%24top=1 | IP: 
2025-07-13 15:04:50,200 - INFO - Action: ALLOW | URL: https://c.msn.com/c.gif?rnd=1752401084491&udc=true&pg.n=default&pg.t=ntp&pg.c=299&pg.p=anaheim&rf=&tp=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2520tab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp&cvs=Browser&di=340&st.dpt=&st.sdpt=antp&subcvs=homepage&lng=en-xl&rid=6de2fcd2ef3f44d19d7b3b042852c87a&activityId=6de2fcd2ef3f44d19d7b3b042852c87a&d.imd=false&scr=1280x720&anoncknm=app_anon&issso=true&aadState=0&CtsSyncId=7B7AA45C4D294122B827072BB2507804&MUID=04489FBC4A856FC60FE689A54B066EDE&ANON=A=AAEF5436E55CE956B6EE53B5FFFFFFFF | IP: 
2025-07-13 15:04:50,210 - INFO - Action: ALLOW | URL: https://c.msn.com/c.gif?rnd=1752401084491&udc=true&pg.n=default&pg.t=ntp&pg.c=299&pg.p=anaheim&rf=&tp=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2520tab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp&cvs=Browser&di=340&st.dpt=&st.sdpt=antp&subcvs=homepage&lng=en-xl&rid=6de2fcd2ef3f44d19d7b3b042852c87a&activityId=6de2fcd2ef3f44d19d7b3b042852c87a&d.imd=false&scr=1280x720&anoncknm=app_anon&issso=true&aadState=0&CtsSyncId=7B7AA45C4D294122B827072BB2507804&MUID=04489FBC4A856FC60FE689A54B066EDE&ANON=A=AAEF5436E55CE956B6EE53B5FFFFFFFF | IP: 
2025-07-13 15:04:50,224 - INFO - Action: ALLOW | URL: https://assets.msn.com/bundles/v1/edgeChromium/latest/social-bar-wc.1ba2fefb6324d052b401.js | IP: 
2025-07-13 15:04:50,233 - INFO - Action: ALLOW | URL: https://assets.msn.com/bundles/v1/edgeChromium/latest/social-bar-wc.1ba2fefb6324d052b401.js | IP: 
2025-07-13 15:04:50,414 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/msn/user?apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&activityId=6DE2FCD2-EF3F-44D1-9D7B-3B042852C87A&ocid=pdp-peregrine&cm=en-xl&it=app&user=m-04489FBC4A856FC60FE689A54B066EDE&scn=APP_ANON&source=market-consolidation | IP: 
2025-07-13 15:04:50,428 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/msn/user?apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&activityId=6DE2FCD2-EF3F-44D1-9D7B-3B042852C87A&ocid=pdp-peregrine&cm=en-xl&it=app&user=m-04489FBC4A856FC60FE689A54B066EDE&scn=APP_ANON&source=market-consolidation | IP: 
2025-07-13 15:04:50,921 - INFO - Action: ALLOW | URL: https://www.bing.com/th?id=OADD2.1344702739237293_1MUYYK2XPBZW664&pid=21.2&c=16&roil=0&roit=0.29&roir=1&roib=0.7083&w=300&h=157&dynsize=1&qlt=90&dpr=2.00 | IP: 
2025-07-13 15:04:50,931 - INFO - Action: ALLOW | URL: https://www.bing.com/th?id=OADD2.1344702739237293_1MUYYK2XPBZW664&pid=21.2&c=16&roil=0&roit=0.29&roir=1&roib=0.7083&w=300&h=157&dynsize=1&qlt=90&dpr=2.00 | IP: 
2025-07-13 15:04:51,267 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401086840&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,293 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401086840&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,431 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087618&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,445 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087618&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,485 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/l?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&Type=Event.ClientInst&DATA=[{%22T%22:%22CI.HeaderScopeOrder%22,%22FID%22:%22CI%22,%22Name%22:%22ScopeMapOrderValue%22,%22Text%22:%22%22,%22SDK%22:%22SJ%22}]&dl=4 | IP: 
2025-07-13 15:04:51,502 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/l?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&Type=Event.ClientInst&DATA=[{%22T%22:%22CI.HeaderScopeOrder%22,%22FID%22:%22CI%22,%22Name%22:%22ScopeMapOrderValue%22,%22Text%22:%22%22,%22SDK%22:%22SJ%22}]&dl=4 | IP: 
2025-07-13 15:04:51,601 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087623&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,613 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087623&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,719 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087638&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,739 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401087638&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,884 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401090886&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:51,890 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401090886&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:52,038 - INFO - Action: ALLOW | URL: https://ntp.msn.com/edge/ntp?locale=en-US&title=New%20tab&dsp=1&sp=Bing&feed_dis=always&en_widget_reg=false&prerender=1&PC=U531 | IP: 
2025-07-13 15:04:52,044 - INFO - Action: ALLOW | URL: https://ntp.msn.com/edge/ntp?locale=en-US&title=New%20tab&dsp=1&sp=Bing&feed_dis=always&en_widget_reg=false&prerender=1&PC=U531 | IP: 
2025-07-13 15:04:52,319 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401090900&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:52,331 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752401090900&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:04:52,917 - INFO - Action: ALLOW | URL: https://api2.cursor.sh/auth/full_stripe_profile | IP: 
2025-07-13 15:04:52,928 - INFO - Action: ALLOW | URL: https://api2.cursor.sh/auth/full_stripe_profile | IP: 
2025-07-13 15:04:52,980 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/l?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&Type=Event.CPT&DATA={%22pp%22:{%22S%22:%22L%22,%22FC%22:132,%22BC%22:132,%22SE%22:-1,%22TC%22:-1,%22H%22:598,%22BP%22:1816,%22CT%22:1818,%22IL%22:3},%22ad%22:[-1,-1,1257,594,1257,3680,2],%22net%22:%22undefined%22}&P=SERP&DA=PUSE01&dl=5 | IP: 
2025-07-13 15:04:53,022 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/l?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&Type=Event.CPT&DATA={%22pp%22:{%22S%22:%22L%22,%22FC%22:132,%22BC%22:132,%22SE%22:-1,%22TC%22:-1,%22H%22:598,%22BP%22:1816,%22CT%22:1818,%22IL%22:3},%22ad%22:[-1,-1,1257,594,1257,3680,2],%22net%22:%22undefined%22}&P=SERP&DA=PUSE01&dl=5 | IP: 
2025-07-13 15:04:53,113 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0 | IP: 
2025-07-13 15:04:53,132 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0 | IP: 
2025-07-13 15:04:53,173 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=&language=en-US&pt=EdgBox&cvid=737c0a39a8c24de89d85f43d33101e07&oit=0&pgcl=22&richanswersentity=1 | IP: 
2025-07-13 15:04:53,199 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=&language=en-US&pt=EdgBox&cvid=737c0a39a8c24de89d85f43d33101e07&oit=0&pgcl=22&richanswersentity=1 | IP: 
2025-07-13 15:04:53,402 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/lsp.aspx? | IP: 
2025-07-13 15:04:53,411 - INFO - Action: ALLOW | URL: https://www.bing.com/fd/ls/lsp.aspx? | IP: 
2025-07-13 15:04:53,535 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:04:53,549 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:04:53,577 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:04:53,597 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:04:54,299 - INFO - Action: ALLOW | URL: https://www.bing.com/AS/Suggestions?pt=page.serp&bq=google+chrome&qry=google%20chrome&csr=1&pths=1&rqry=1&zis=1&pf=1&cvid=44E11E173F904D4DAF18C0CA2B4EC2CE | IP: 
2025-07-13 15:04:54,321 - INFO - Action: ALLOW | URL: https://www.bing.com/AS/Suggestions?pt=page.serp&bq=google+chrome&qry=google%20chrome&csr=1&pths=1&rqry=1&zis=1&pf=1&cvid=44E11E173F904D4DAF18C0CA2B4EC2CE | IP: 
2025-07-13 15:04:54,854 - INFO - Action: ALLOW | URL: https://www.bing.com/web/xlsc.aspx?dl=1&f=8 | IP: 
2025-07-13 15:04:54,871 - INFO - Action: ALLOW | URL: https://www.bing.com/web/xlsc.aspx?dl=1&f=8 | IP: 
2025-07-13 15:04:55,292 - INFO - Action: ALLOW | URL: https://r.bing.com/rp/-gqBS9VzaGQOAafzweDVcqAD18I.br.js | IP: 
2025-07-13 15:04:55,335 - INFO - Action: ALLOW | URL: https://r.bing.com/rp/-gqBS9VzaGQOAafzweDVcqAD18I.br.js | IP: 
2025-07-13 15:04:55,549 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.rVLb8SDTptynMgTyaYSOBQHaFj?w=123&h=104&c=7&bgcl=d9b380&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:55,566 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.rVLb8SDTptynMgTyaYSOBQHaFj?w=123&h=104&c=7&bgcl=d9b380&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:55,625 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.sL6KGsvOsLdAUdH38JxpAQHaD4?w=177&h=104&c=7&bgcl=700c83&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:55,654 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.sL6KGsvOsLdAUdH38JxpAQHaD4?w=177&h=104&c=7&bgcl=700c83&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:55,802 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:04:55,818 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:04:56,139 - INFO - Action: ALLOW | URL: https://assets.msn.com/statics/icons/favicon.ico | IP: 
2025-07-13 15:04:56,148 - INFO - Action: ALLOW | URL: https://assets.msn.com/statics/icons/favicon.ico | IP: 
2025-07-13 15:04:56,363 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.zXvPUpv1Tu3yvbqg9fHy6AHaFj?w=123&h=104&c=7&bgcl=70659e&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:56,372 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.zXvPUpv1Tu3yvbqg9fHy6AHaFj?w=123&h=104&c=7&bgcl=70659e&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:56,416 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.7EdKCw-DxsUU80-yVEjTMwHaD4?w=179&h=104&c=7&bgcl=f96d93&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:56,471 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.7EdKCw-DxsUU80-yVEjTMwHaD4?w=179&h=104&c=7&bgcl=f96d93&r=0&o=6&dpr=1.5&pid=13.1 | IP: 
2025-07-13 15:04:56,552 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.7EdKCw-DxsUU80-yVEjTMwHaD4?w=80&h=80&c=1&bgcl=4c1b8b&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:56,576 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.7EdKCw-DxsUU80-yVEjTMwHaD4?w=80&h=80&c=1&bgcl=4c1b8b&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:56,668 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.C5txPFo6XeS566oCRmT6igHaEK?w=80&h=80&c=1&bgcl=32b684&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:56,702 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.C5txPFo6XeS566oCRmT6igHaEK?w=80&h=80&c=1&bgcl=32b684&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:56,726 - INFO - Action: ALLOW | URL: https://slscr.update.microsoft.com/SLS/%7B9482F4B4-E343-43B6-B170-9A65BC822C77%7D/x64/10.0.22631.5624/0?CH=760&L=en-US&P=&PT=0x30&WUA=1407.2506.11012.0&MK=HP&MD=HP+EliteBook+840+G5 | IP: 
2025-07-13 15:04:56,759 - INFO - Action: ALLOW | URL: https://slscr.update.microsoft.com/SLS/%7B9482F4B4-E343-43B6-B170-9A65BC822C77%7D/x64/10.0.22631.5624/0?CH=760&L=en-US&P=&PT=0x30&WUA=1407.2506.11012.0&MK=HP&MD=HP+EliteBook+840+G5 | IP: 
2025-07-13 15:04:56,829 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/ODLS.07f47100-4d8b-4fc7-a85e-ae218fe3b6e6?w=16&h=16&c=7&o=6&dpr=1.5&pid=1.7 | IP: 
2025-07-13 15:04:56,851 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/ODLS.07f47100-4d8b-4fc7-a85e-ae218fe3b6e6?w=16&h=16&c=7&o=6&dpr=1.5&pid=1.7 | IP: 
2025-07-13 15:04:56,981 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.BXiP-cGBOmW7OFgG3GgG_AHaHa?w=80&h=80&c=1&bgcl=cc13bd&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,009 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.BXiP-cGBOmW7OFgG3GgG_AHaHa?w=80&h=80&c=1&bgcl=cc13bd&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,488 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.O0jTuUQAkMYslpIW_q_ZRAHaD4?w=80&h=80&c=1&bgcl=16fd27&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,498 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.O0jTuUQAkMYslpIW_q_ZRAHaD4?w=80&h=80&c=1&bgcl=16fd27&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,603 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.3im02OAoKptFh-fwIoUDigAAAA?w=80&h=80&c=1&bgcl=c86792&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,615 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.3im02OAoKptFh-fwIoUDigAAAA?w=80&h=80&c=1&bgcl=c86792&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,897 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.OO_bV2hrUu4ZTgRrmPgwsAAAAA?w=80&h=80&c=1&bgcl=a0d0ee&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,910 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.OO_bV2hrUu4ZTgRrmPgwsAAAAA?w=80&h=80&c=1&bgcl=a0d0ee&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,933 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.2iWImLksAr88ad7xkMp5yAHaHa?w=80&h=80&c=1&bgcl=b595b5&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:57,946 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OIP.2iWImLksAr88ad7xkMp5yAHaHa?w=80&h=80&c=1&bgcl=b595b5&r=0&o=6&dpr=1.5&pid=ImgRC | IP: 
2025-07-13 15:04:58,029 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/msn/livetile/singletile?market=en-US&source=appxmanifest&tenant=amp&vertical=news | IP: 
2025-07-13 15:04:58,041 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/msn/livetile/singletile?market=en-US&source=appxmanifest&tenant=amp&vertical=news | IP: 
2025-07-13 15:04:58,061 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:04:58,077 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:04:58,189 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OVP.C9KFsmrT7dyqCziGQtCglQHgFo?w=197&h=110&c=7&rs=1&qlt=90&o=6&dpr=1.5&pid=1.7 | IP: 
2025-07-13 15:04:58,198 - INFO - Action: ALLOW | URL: https://th.bing.com/th/id/OVP.C9KFsmrT7dyqCziGQtCglQHgFo?w=197&h=110&c=7&rs=1&qlt=90&o=6&dpr=1.5&pid=1.7 | IP: 
2025-07-13 15:04:58,842 - INFO - Action: ALLOW | URL: https://www.bing.com/images/sbi?mmasync=1&ig=44E11E173F904D4DAF18C0CA2B4EC2CE&iid=.5094&ptn=Web&ep=0&iconpl=1 | IP: 
2025-07-13 15:04:58,851 - INFO - Action: ALLOW | URL: https://www.bing.com/images/sbi?mmasync=1&ig=44E11E173F904D4DAF18C0CA2B4EC2CE&iid=.5094&ptn=Web&ep=0&iconpl=1 | IP: 
2025-07-13 15:04:58,944 - INFO - Action: ALLOW | URL: https://www.bing.com/rewardsapp/ncheader?ver=58357664&IID=SERP.5054&IG=44E11E173F904D4DAF18C0CA2B4EC2CE | IP: 
2025-07-13 15:04:58,951 - INFO - Action: ALLOW | URL: https://www.bing.com/rewardsapp/ncheader?ver=58357664&IID=SERP.5054&IG=44E11E173F904D4DAF18C0CA2B4EC2CE | IP: 
2025-07-13 15:04:58,984 - INFO - Action: ALLOW | URL: https://www.bing.com/rewardsapp/reportActivity?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&IID=SERP.5064&pglt=299&q=google+chrome&cvid=eac757fd448240e798a9aa08ee64ecfd&gs_lcrp=EgRlZGdlKgkIABBFGDsY-QcyCQgAEEUYOxj5BzIGCAEQRRg7MgYIAhBFGDkyBggDEEUYPDIGCAQQRRg8MgYIBRBFGDwyBggGEEUYPNIBCDI0MzBqMGoxqAIAsAIA&FORM=ANNTA1&PC=U531 | IP: 
2025-07-13 15:04:58,999 - INFO - Action: ALLOW | URL: https://www.bing.com/rewardsapp/reportActivity?IG=44E11E173F904D4DAF18C0CA2B4EC2CE&IID=SERP.5064&pglt=299&q=google+chrome&cvid=eac757fd448240e798a9aa08ee64ecfd&gs_lcrp=EgRlZGdlKgkIABBFGDsY-QcyCQgAEEUYOxj5BzIGCAEQRRg7MgYIAhBFGDkyBggDEEUYPDIGCAQQRRg8MgYIBRBFGDwyBggGEEUYPNIBCDI0MzBqMGoxqAIAsAIA&FORM=ANNTA1&PC=U531 | IP: 
2025-07-13 15:04:59,409 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:04:59,423 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
